27787,16333811
29820,16333811
46471,16333811
12019,16333811
54192,16333811
48032,16333811
37574,16333811
28247,16333811
52226,16333811
16288,16333811
16423,16333811
2856,16333811
42555,16333811
14836,16333811
35466,16333811
50762,16333811
2178,16333811
54591,16333811
28263,16333811
5083,16333811
35409,16333811
7823,16333811
12766,16333811
48890,16333811
11062,16333811
43014,16333811
16351,16044761
36516,16044761
25597,16044761
1043,16044761
28263,16044761
1481,16044761
51572,16044761
55264,16044761
11987,16044761
2755,16044761
11571,16044761
36526,16044761
35979,16044761
23275,16044761
44786,16044761
15159,16044761
34706,16044761
17279,16044761
41994,16044761
14936,16044761
5843,16044761
36152,16044761
12725,16044761
3630,5083184
19019,5083184
15776,5083184
48890,5083184
35937,5083184
28264,5083184
54192,5083184
46974,5083184
24275,5083184
12193,5083184
57461,5083184
544,5083184
384,5083184
5825,5083184
12310,5083184
4925,5083184
12765,5083184
39904,5083184
16684,4921774
17562,4921774
2055,4921774
57313,4921774
54169,4921774
7786,4921774
4709,4921774
45763,4921774
2062,4921774
40640,4921774
39480,4921774
34519,4921774
16507,4921774
22081,4921774
51110,4921774
55564,4921774
5974,4921774
51325,4921774
15625,4921774
8736,2016026
37165,2016026
29214,2016026
39110,2016026
45699,2016026
22722,2016026
31730,2016026
11795,2016026
43538,2016026
8663,2016026
29010,2016026
26514,2016026
43597,2016026
28202,2016026
46471,2016026
48147,2016026
1061,2016026
33021,2016026
31624,2016026
5737,2016026
34751,2790472
25884,2790472
7305,2790472
10688,2790472
35183,2790472
17651,2790472
16893,2790472
34752,2790472
31105,2790472
33344,2790472
45121,2790472
54881,2790472
39883,2790472
945,2790472
44492,2790472
6568,2790472
43560,2790472
54379,2790472
32259,2790472
10525,2790472
57611,2790472
25409,9830936
20403,9830936
26235,9830936
46669,9830936
23978,9830936
59312,9830936
23041,9830936
31730,9830936
47010,9830936
24028,9830936
37173,9830936
57751,9830936
1503,9830936
54661,9830936
40084,9830936
40413,9830936
34854,9830936
11564,9830936
1166,9830936
35726,9830936
18001,9830936
27679,9878897
45894,9878897
39254,9878897
15113,9878897
52316,9878897
9136,9878897
42893,9878897
41457,9878897
51071,9878897
46049,9878897
11083,9878897
22345,9878897
3865,9878897
18393,9878897
27002,9878897
5074,9878897
3667,9878897
35177,9878897
55264,9878897
13010,9878897
22220,9878897
11953,9878897
5728,9878897
53110,9878897
38639,9878897
56355,13799822
28253,13799822
49421,13799822
13576,13799822
18452,13799822
54335,13799822
27808,13799822
13874,13799822
5656,13799822
20427,13799822
48890,13799822
17476,13799822
52956,13799822
4083,13799822
3210,13799822
1338,13799822
1481,13799822
8458,13799822
39480,13799822
39267,13799822
15609,13799822
37230,3544855
50489,3544855
33714,3544855
9093,3544855
27791,3544855
1057,3544855
20861,3544855
22559,3544855
49576,3544855
50916,3544855
10628,3544855
959,3544855
525,3544855
51519,3544855
31782,3544855
1955,3544855
41706,3544855
50751,3544855
8458,19591555
15826,19591555
2701,19591555
38642,19591555
31459,19591555
47200,19591555
46125,19591555
13874,19591555
31699,19591555
48557,19591555
4581,19591555
49484,19591555
33680,19591555
57923,19591555
38878,19591555
32176,19591555
2133,19591555
44090,19591555
41994,19591555
15609,19591555
6181,19591555
31331,19591555
51661,19591555
7251,19591555
33159,19591555
17056,19591555
57809,19591555
14700,19591555
6259,19591555
20495,19591555
46507,19591555
9924,19591555
14569,19591555
56012,19591555
50489,19591555
49186,19591555
17770,19591555
4397,3050523
8934,3050523
978,3050523
44028,3050523
4704,3050523
51957,3050523
17146,3050523
50751,3050523
45443,3050523
45449,3050523
34629,3050523
29524,3050523
34519,3050523
6549,3050523
56256,3050523
10525,3050523
29646,3050523
24478,3050523
40274,3050523
39087,3050523
9548,3050523
